,index,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,Tenure_month,FALSE,has_churned,has_phone,has_internet,has_internet_and_phone,partner_dependents,Start_day,Monthly_charges,Validation,Contract Type,Phone Type,Internet Type,Monthly Tenure,single_no_dependents,projected
387,4638,6543-XRMYR,Female,1,No,No,2,2,0,Electronic check,99.7,2967.35,Yes,29.8,True,True,True,True,True,0,2018-09-02,99.7,1,Month-to-Month,Two or More Lines,Fiber Optic,30.0,1,0
388,4455,6284-AHOOQ,Male,1,No,No,2,2,0,Bank transfer (automatic),90.5,1910.6,Yes,21.1,False,True,True,True,True,0,2019-05-02,90.5,1,Month-to-Month,Two or More Lines,Fiber Optic,21.0,1,0
389,4467,6298-QDFNH,Male,0,No,No,2,2,0,Electronic check,79.35,1730.35,Yes,21.8,False,True,True,True,True,0,2019-05-02,79.35,1,Month-to-Month,Two or More Lines,Fiber Optic,22.0,1,0
390,4471,6304-IJFSQ,Male,0,No,No,1,1,0,Mailed check,49.9,130.1,Yes,2.6,False,True,True,True,True,0,2020-12-02,49.9,1,Month-to-Month,One Line,DSL,3.0,1,0
391,4474,6311-UEUME,Female,0,No,No,1,2,0,Electronic check,78.9,2384.15,Yes,30.2,True,True,True,True,True,0,2018-08-02,78.9,1,Month-to-Month,One Line,Fiber Optic,30.0,1,0
392,4475,6313-GIDIT,Male,1,No,No,0,1,0,Electronic check,54.45,2854.55,Yes,52.4,False,True,False,True,False,0,2016-10-02,54.45,1,Month-to-Month,No Phone Service,DSL,52.0,1,0
393,4476,6317-YPKDH,Female,0,No,No,0,1,0,Bank transfer (automatic),29.95,29.95,Yes,1.0,True,True,False,True,False,0,2021-01-02,29.95,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
394,4482,6326-MTTXK,Male,0,No,No,2,2,0,Electronic check,100.85,819.55,Yes,8.1,False,True,True,True,True,0,2020-06-02,100.85,1,Month-to-Month,Two or More Lines,Fiber Optic,8.0,1,0
395,4483,6328-ZPBGN,Female,1,No,No,2,2,0,Bank transfer (automatic),95.15,997.65,Yes,10.5,True,True,True,True,True,0,2020-04-02,95.15,1,Month-to-Month,Two or More Lines,Fiber Optic,10.0,1,0
396,4486,6331-LWDTQ,Male,0,No,No,2,1,0,Credit card (automatic),72.15,794.25,Yes,11.0,False,True,True,True,True,0,2020-03-02,72.15,1,Month-to-Month,Two or More Lines,DSL,11.0,1,0
397,4404,6210-KBBPI,Male,1,No,No,2,2,0,Credit card (automatic),99.45,919.4,Yes,9.2,False,True,True,True,True,0,2020-05-02,99.45,1,Month-to-Month,Two or More Lines,Fiber Optic,9.0,1,0
398,4413,6221-AVQYL,Male,0,No,No,2,2,0,Credit card (automatic),73.25,131.05,Yes,1.8,False,True,True,True,True,0,2021-01-02,73.25,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,1,0
399,4419,6230-BSUXY,Female,1,No,No,1,2,0,Electronic check,85.0,85.0,Yes,1.0,True,True,True,True,True,0,2021-01-02,85,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
400,4424,6235-VDHOM,Female,1,No,No,0,1,0,Electronic check,28.45,131.05,Yes,4.6,True,True,False,True,False,0,2020-10-02,28.45,1,Month-to-Month,No Phone Service,DSL,5.0,1,0
401,4653,6567-HOOPW,Female,1,No,No,1,2,0,Electronic check,79.2,79.2,Yes,1.0,True,True,True,True,True,0,2021-01-02,79.2,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
402,4485,6331-EWIEB,Male,0,No,No,2,2,0,Electronic check,85.25,1734.5,Yes,20.3,False,True,True,True,True,0,2019-06-02,85.25,1,Month-to-Month,Two or More Lines,Fiber Optic,20.0,1,0
403,4538,6394-MFYNG,Female,0,No,No,2,2,0,Bank transfer (automatic),107.4,5121.3,Yes,47.7,True,True,True,True,True,0,2017-03-02,107.4,1,Month-to-Month,Two or More Lines,Fiber Optic,48.0,1,0
404,4540,6400-BWQKW,Female,0,No,No,2,2,0,Electronic check,79.05,434.5,Yes,5.5,True,True,True,True,True,0,2020-09-02,79.05,1,Month-to-Month,Two or More Lines,Fiber Optic,5.0,1,0
405,4543,6402-ZFPPI,Female,1,No,No,2,2,0,Mailed check,102.8,2660.2,Yes,25.9,True,True,True,True,True,0,2019-01-02,102.8,1,Month-to-Month,Two or More Lines,Fiber Optic,26.0,1,0
406,4548,6410-LEFEN,Female,0,No,No,1,1,0,Electronic check,45.15,416.45,Yes,9.2,True,True,True,True,True,0,2020-05-02,45.15,1,Month-to-Month,One Line,DSL,9.0,1,0
407,4588,6474-FVJLC,Male,0,No,No,2,2,0,Electronic check,86.0,165.45,Yes,1.9,False,True,True,True,True,0,2021-01-02,86,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,1,0
408,4567,6437-UKHMV,Female,0,No,No,1,2,0,Electronic check,79.7,586.05,Yes,7.4,True,True,True,True,True,0,2020-07-02,79.7,1,Month-to-Month,One Line,Fiber Optic,7.0,1,0
409,4568,6439-GTPCA,Female,0,No,No,2,2,0,Electronic check,87.25,3941.7,Yes,45.2,True,True,True,True,True,0,2017-05-02,87.25,1,Month-to-Month,Two or More Lines,Fiber Optic,45.0,1,0
410,4489,6338-AVWCY,Male,0,No,No,0,1,0,Mailed check,40.15,130.75,Yes,3.3,False,True,False,True,False,0,2020-11-02,40.15,1,Month-to-Month,No Phone Service,DSL,3.0,1,0
411,4501,6347-DCUIK,Male,0,No,No,2,2,0,Mailed check,74.15,811.8,Yes,10.9,False,True,True,True,True,0,2020-04-02,74.15,1,Month-to-Month,Two or More Lines,Fiber Optic,11.0,1,0
412,4507,6352-TWCAU,Female,0,No,No,2,2,0,Electronic check,86.45,3029.1,Yes,35.0,True,True,True,True,True,0,2018-03-02,86.45,1,Month-to-Month,Two or More Lines,Fiber Optic,35.0,1,0
413,4526,6376-GAHQE,Male,0,No,No,1,2,0,Electronic check,77.85,299.2,Yes,3.8,False,True,True,True,True,0,2020-11-02,77.85,1,Month-to-Month,One Line,Fiber Optic,4.0,1,0
414,4509,6356-ELRKD,Female,0,No,No,1,2,0,Electronic check,95.6,95.6,Yes,1.0,True,True,True,True,True,0,2021-01-02,95.6,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
415,4511,6358-LYNGM,Male,0,No,No,2,2,0,Electronic check,74.9,74.9,Yes,1.0,False,True,True,True,True,0,2021-01-02,74.9,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,1,0
416,4515,6365-MTGZX,Male,0,No,No,1,2,0,Electronic check,96.0,2122.45,Yes,22.1,False,True,True,True,True,0,2019-04-02,96,1,Month-to-Month,One Line,Fiber Optic,22.0,1,0
417,4517,6366-ZGQGL,Male,0,No,No,0,1,0,Bank transfer (automatic),24.8,24.8,Yes,1.0,False,True,False,True,False,0,2021-01-02,24.8,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
418,4611,6502-MJQAE,Male,0,No,No,1,2,0,Electronic check,69.6,69.6,Yes,1.0,False,True,True,True,True,0,2021-01-02,69.6,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
419,4606,6496-SLWHQ,Male,1,No,No,2,2,0,Electronic check,105.0,294.45,Yes,2.8,False,True,True,True,True,0,2020-12-02,105,1,Month-to-Month,Two or More Lines,Fiber Optic,3.0,1,0
420,4402,6204-IEUXJ,Female,0,No,No,1,2,0,Credit card (automatic),80.1,217.55,Yes,2.7,True,True,True,True,True,0,2020-12-02,80.1,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
421,4289,6038-GCYEC,Female,0,No,No,0,1,0,Credit card (automatic),54.15,1240.25,Yes,22.9,True,True,False,True,False,0,2019-04-02,54.15,1,Month-to-Month,No Phone Service,DSL,23.0,1,0
422,4292,6047-YHPVI,Male,0,No,No,1,2,0,Electronic check,69.7,316.9,Yes,4.5,False,True,True,True,True,0,2020-10-02,69.7,1,Month-to-Month,One Line,Fiber Optic,5.0,1,0
423,4713,6641-XRPSU,Female,0,No,No,1,2,0,Credit card (automatic),70.0,2416.1,Yes,34.5,True,True,True,True,True,0,2018-04-02,70,1,Month-to-Month,One Line,Fiber Optic,35.0,1,0
424,4299,6060-DRTNL,Female,1,No,No,1,2,0,Mailed check,84.85,415.55,Yes,4.9,True,True,True,True,True,0,2020-10-02,84.85,1,Month-to-Month,One Line,Fiber Optic,5.0,1,0
425,4708,6633-MPWBS,Male,0,No,No,1,1,0,Electronic check,49.2,216.9,Yes,4.4,False,True,True,True,True,0,2020-10-02,49.2,1,Month-to-Month,One Line,DSL,4.0,1,0
426,4315,6086-ESGRL,Female,0,No,No,1,2,0,Credit card (automatic),80.15,80.15,Yes,1.0,True,True,True,True,True,0,2021-01-02,80.15,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
427,4316,6087-MVHJH,Female,0,No,No,2,2,0,Electronic check,88.45,1422.1,Yes,16.1,True,True,True,True,True,0,2019-10-02,88.45,1,Month-to-Month,Two or More Lines,Fiber Optic,16.0,1,0
428,4704,6629-CZTTH,Male,0,No,No,1,1,0,Mailed check,55.7,55.7,Yes,1.0,False,True,True,True,True,0,2021-01-02,55.7,1,Month-to-Month,One Line,DSL,1.0,1,0
429,4283,6032-KRXXO,Male,0,No,No,1,2,0,Electronic check,90.25,2755.35,Yes,30.5,False,True,True,True,True,0,2018-08-02,90.25,1,Month-to-Month,One Line,Fiber Optic,31.0,1,0
430,4265,6005-OBZPH,Female,1,No,No,2,2,0,Electronic check,89.15,2277.65,Yes,25.5,True,True,True,True,True,0,2019-01-02,89.15,1,Month-to-Month,Two or More Lines,Fiber Optic,26.0,1,0
431,4253,5995-OIGLP,Male,0,No,No,1,1,0,Mailed check,56.65,654.85,Yes,11.6,False,True,True,True,True,0,2020-03-02,56.65,1,Month-to-Month,One Line,DSL,12.0,1,0
432,4731,6661-HBGWL,Female,1,No,No,2,2,0,Bank transfer (automatic),104.75,4323.45,Yes,41.3,True,True,True,True,True,0,2017-09-02,104.75,1,Month-to-Month,Two or More Lines,Fiber Optic,41.0,1,0
433,4261,5998-VVEJY,Male,0,No,No,2,2,0,Electronic check,80.5,2088.8,Yes,25.9,False,True,True,True,True,0,2019-01-02,80.5,1,Month-to-Month,Two or More Lines,Fiber Optic,26.0,1,0
434,4263,6000-APYLU,Male,0,No,No,1,2,0,Electronic check,80.8,713.1,Yes,8.8,False,True,True,True,True,0,2020-06-02,80.8,1,Month-to-Month,One Line,Fiber Optic,9.0,1,0
435,4282,6032-IGALN,Female,0,No,No,0,1,0,Mailed check,25.1,25.1,Yes,1.0,True,True,False,True,False,0,2021-01-02,25.1,1,Month-to-Month,No Phone Service,DSL,1.0,1,0
436,4270,6015-VVHHE,Female,1,No,No,2,2,0,Credit card (automatic),83.15,446.05,Yes,5.4,True,True,True,True,True,0,2020-09-02,83.15,1,Month-to-Month,Two or More Lines,Fiber Optic,5.0,1,0
437,4725,6653-CBBOM,Female,0,No,No,1,2,0,Electronic check,70.3,70.3,Yes,1.0,True,True,True,True,True,0,2021-01-02,70.3,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
438,4275,6022-UGGSO,Female,1,No,No,1,2,0,Electronic check,74.4,2276.95,Yes,30.6,True,True,True,True,True,0,2018-08-02,74.4,1,Month-to-Month,One Line,Fiber Optic,31.0,1,0
439,4277,6023-YEBUP,Male,0,No,No,2,2,0,Electronic check,100.95,329.95,Yes,3.3,False,True,True,True,True,0,2020-11-02,100.95,1,Month-to-Month,Two or More Lines,Fiber Optic,3.0,1,0
440,4280,6029-WTIPC,Male,1,No,No,2,2,0,Electronic check,101.1,3744.05,Yes,37.0,False,True,True,True,True,0,2018-01-02,101.1,1,Month-to-Month,Two or More Lines,Fiber Optic,37.0,1,0
441,4683,6608-QQLVK,Male,0,No,No,1,1,0,Electronic check,50.5,50.5,Yes,1.0,False,True,True,True,True,0,2021-01-02,50.5,1,Month-to-Month,One Line,DSL,1.0,1,0
442,4367,6161-UUUTA,Male,1,No,No,1,2,0,Electronic check,79.9,260.9,Yes,3.3,False,True,True,True,True,0,2020-11-02,79.9,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
443,4370,6166-ILMNY,Female,0,No,No,1,2,0,Bank transfer (automatic),69.75,144.55,Yes,2.1,True,True,True,True,True,0,2020-12-02,69.75,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
444,4372,6168-WFVVF,Female,1,No,No,1,2,0,Electronic check,70.3,235.5,Yes,3.3,True,True,True,True,True,0,2020-11-02,70.3,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
445,4677,6599-CEBNN,Female,0,No,No,1,2,0,Credit card (automatic),73.95,2524.45,Yes,34.1,True,True,True,True,True,0,2018-04-02,73.95,1,Month-to-Month,One Line,Fiber Optic,34.0,1,0
446,4674,6595-YGXIT,Male,1,No,No,2,2,0,Electronic check,88.95,2291.2,Yes,25.8,False,True,True,True,True,0,2019-01-02,88.95,1,Month-to-Month,Two or More Lines,Fiber Optic,26.0,1,0
447,4673,6595-COKXZ,Female,0,No,No,1,1,0,Mailed check,44.45,44.45,Yes,1.0,True,True,True,True,True,0,2021-01-02,44.45,1,Month-to-Month,One Line,DSL,1.0,1,0
448,4385,6179-GJPSO,Female,1,No,No,1,2,0,Credit card (automatic),108.15,4600.7,Yes,42.5,True,True,True,True,True,0,2017-08-02,108.15,1,Month-to-Month,One Line,Fiber Optic,43.0,1,0
449,4330,6110-OHIHY,Male,0,No,No,1,2,0,Electronic check,79.25,267.6,Yes,3.4,False,True,True,True,True,0,2020-11-02,79.25,1,Month-to-Month,One Line,Fiber Optic,3.0,1,0
450,4693,6618-RYATB,Female,0,No,No,2,2,0,Mailed check,79.55,79.55,Yes,1.0,True,True,True,True,True,0,2021-01-02,79.55,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,1,0
451,4338,6121-VZNQB,Female,0,No,No,1,0,0,Mailed check,19.1,19.1,Yes,1.0,True,True,True,False,False,0,2021-01-02,19.1,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
452,4690,6615-ZGEDR,Male,0,No,No,1,0,0,Mailed check,19.7,19.7,Yes,1.0,False,True,True,False,False,0,2021-01-02,19.7,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
453,4689,6615-NGGZJ,Male,0,No,No,2,2,0,Electronic check,100.55,1415.55,Yes,14.1,False,True,True,True,True,0,2019-12-02,100.55,1,Month-to-Month,Two or More Lines,Fiber Optic,14.0,1,0
454,4345,6128-CZOMY,Female,0,No,No,1,1,0,Electronic check,45.65,45.65,Yes,1.0,True,True,True,True,True,0,2021-01-02,45.65,1,Month-to-Month,One Line,DSL,1.0,1,0
455,4356,6140-QNRQQ,Male,0,No,No,1,2,0,Mailed check,71.55,71.55,Yes,1.0,False,True,True,True,True,0,2021-01-02,71.55,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
456,4357,6141-OOXUQ,Male,0,No,No,1,0,0,Mailed check,19.65,19.65,Yes,1.0,False,True,True,False,False,0,2021-01-02,19.65,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
457,3451,4892-VLANZ,Male,0,No,No,1,0,0,Mailed check,19.8,19.8,Yes,1.0,False,True,True,False,False,0,2021-01-02,19.8,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
458,5168,7270-BDIOA,Female,0,No,No,2,2,0,Electronic check,90.0,1993.8,Yes,22.2,True,True,True,True,True,0,2019-04-02,90,1,Month-to-Month,Two or More Lines,Fiber Optic,22.0,1,0
459,3455,4897-QSUYC,Female,0,No,No,1,0,0,Mailed check,20.15,20.15,Yes,1.0,True,True,True,False,False,0,2021-01-02,20.15,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
460,3457,4902-OHLSK,Female,1,No,No,2,2,0,Electronic check,98.65,2862.75,Yes,29.0,True,True,True,True,True,0,2018-09-02,98.65,1,Month-to-Month,Two or More Lines,Fiber Optic,29.0,1,0
461,3465,4910-GMJOT,Female,0,No,No,2,2,0,Electronic check,94.6,94.6,Yes,1.0,True,True,True,True,True,0,2021-01-02,94.6,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,1,0
462,5161,7254-IQWOZ,Male,0,No,No,1,2,0,Electronic check,69.65,69.65,Yes,1.0,False,True,True,True,True,0,2021-01-02,69.65,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
463,3471,4918-QLLIW,Male,0,No,No,1,1,0,Credit card (automatic),53.4,188.7,Yes,3.5,False,True,True,True,True,0,2020-11-02,53.4,1,Month-to-Month,One Line,DSL,4.0,1,0
464,3476,4925-LMHOK,Male,0,No,No,2,1,0,Credit card (automatic),58.6,939.7,Yes,16.0,False,True,True,True,True,0,2019-10-02,58.6,1,Month-to-Month,Two or More Lines,DSL,16.0,1,0
465,5154,7248-VZQLC,Female,1,No,No,2,2,0,Bank transfer (automatic),85.2,3969.35,Yes,46.6,True,True,True,True,True,0,2017-04-02,85.2,1,Month-to-Month,Two or More Lines,Fiber Optic,47.0,1,0
466,3479,4929-BSTRX,Female,0,No,No,1,1,0,Mailed check,53.55,53.55,Yes,1.0,True,True,True,True,True,0,2021-01-02,53.55,1,Month-to-Month,One Line,DSL,1.0,1,0
467,5171,7273-TEFQD,Male,1,No,No,0,1,0,Electronic check,41.15,132.2,Yes,3.2,False,True,False,True,False,0,2020-11-02,41.15,1,Month-to-Month,No Phone Service,DSL,3.0,1,0
468,5173,7274-RTAPZ,Male,0,No,No,1,2,0,Electronic check,90.55,90.55,Yes,1.0,False,True,True,True,True,0,2021-01-02,90.55,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
469,3418,4844-JJWUY,Female,1,No,No,1,2,0,Electronic check,86.0,86.0,Yes,1.0,True,True,True,True,True,0,2021-01-02,86,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
470,3420,4847-QNOKA,Female,0,No,No,1,1,0,Bank transfer (automatic),44.9,44.9,Yes,1.0,True,True,True,True,True,0,2021-01-02,44.9,1,Month-to-Month,One Line,DSL,1.0,1,0
471,5184,7294-TMAOP,Female,0,No,No,1,2,0,Electronic check,90.55,90.55,Yes,1.0,True,True,True,True,True,0,2021-01-02,90.55,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
472,3428,4855-SNKMY,Female,0,No,No,1,1,0,Electronic check,44.1,44.1,Yes,1.0,True,True,True,True,True,0,2021-01-02,44.1,1,Month-to-Month,One Line,DSL,1.0,1,0
473,3434,4871-JTKJF,Female,1,No,No,1,2,0,Electronic check,69.65,69.65,Yes,1.0,True,True,True,True,True,0,2021-01-02,69.65,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
474,3437,4873-ILOLJ,Male,0,No,No,1,2,0,Electronic check,90.35,2238.5,Yes,24.8,False,True,True,True,True,0,2019-02-02,90.35,1,Month-to-Month,One Line,Fiber Optic,25.0,1,0
475,3438,4877-EVATK,Male,0,No,No,1,0,0,Mailed check,20.0,20.0,Yes,1.0,False,True,True,False,False,0,2021-01-02,20,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
476,5177,7279-BUYWN,Female,1,No,No,2,2,0,Electronic check,113.2,4689.5,Yes,41.4,True,True,True,True,True,0,2017-09-02,113.2,1,Month-to-Month,Two or More Lines,Fiber Optic,41.0,1,0
477,3535,5016-ETTFF,Male,0,No,No,0,1,0,Mailed check,29.5,255.25,Yes,8.7,False,True,False,True,False,0,2020-06-02,29.5,1,Month-to-Month,No Phone Service,DSL,9.0,1,0
478,5125,7209-JCUDS,Male,0,No,No,1,2,0,Electronic check,94.9,1048.85,Yes,11.1,False,True,True,True,True,0,2020-03-02,94.9,1,Month-to-Month,One Line,Fiber Optic,11.0,1,0
479,5121,7206-GZCDC,Female,1,No,No,1,2,0,Electronic check,69.25,69.25,Yes,1.0,True,True,True,True,True,0,2021-01-02,69.25,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
480,3547,5027-XWQHA,Male,0,No,No,1,1,0,Electronic check,44.75,270.95,Yes,6.1,False,True,True,True,True,0,2020-08-02,44.75,1,Month-to-Month,One Line,DSL,6.0,1,0
481,3549,5028-GZLDO,Male,0,No,No,1,2,0,Credit card (automatic),70.7,140.7,Yes,2.0,False,True,True,True,True,0,2021-01-02,70.7,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
482,3550,5028-HTLJB,Male,1,No,No,1,0,0,Mailed check,20.05,20.05,Yes,1.0,False,True,True,False,False,0,2021-01-02,20.05,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
483,5118,7198-GLXTC,Male,0,No,No,1,2,0,Electronic check,79.0,143.65,Yes,1.8,False,True,True,True,True,0,2021-01-02,79,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
484,5133,7228-OMTPN,Male,0,No,No,1,2,0,Electronic check,88.45,370.65,Yes,4.2,False,True,True,True,True,0,2020-10-02,88.45,1,Month-to-Month,One Line,Fiber Optic,4.0,1,0
485,3503,4958-XCBDQ,Male,1,No,No,2,2,0,Electronic check,101.4,3496.3,Yes,34.5,False,True,True,True,True,0,2018-04-02,101.4,1,Month-to-Month,Two or More Lines,Fiber Optic,34.0,1,0
486,3496,4951-UKAAQ,Female,0,No,No,2,2,0,Electronic check,88.95,355.2,Yes,4.0,True,True,True,True,True,0,2020-11-02,88.95,1,Month-to-Month,Two or More Lines,Fiber Optic,4.0,1,0
487,5141,7239-HZZCX,Male,0,No,No,1,0,0,Mailed check,19.75,19.75,Yes,1.0,False,True,True,False,False,0,2021-01-02,19.75,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
488,5140,7235-NXZCP,Male,1,No,No,2,2,0,Mailed check,74.85,156.4,Yes,2.1,False,True,True,True,True,0,2020-12-02,74.85,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,1,0
489,3507,4971-PUYQO,Female,0,No,No,2,2,0,Mailed check,94.55,2724.6,Yes,28.8,True,True,True,True,True,0,2018-10-02,94.55,1,Month-to-Month,Two or More Lines,Fiber Optic,29.0,1,0
490,5138,7234-FECYN,Female,1,No,No,2,2,0,Electronic check,101.35,780.5,Yes,7.7,True,True,True,True,True,0,2020-07-02,101.35,1,Month-to-Month,Two or More Lines,Fiber Optic,8.0,1,0
491,3518,4988-IQIGL,Male,1,No,No,2,2,0,Electronic check,75.35,75.35,Yes,1.0,False,True,True,True,True,0,2021-01-02,75.35,1,Month-to-Month,Two or More Lines,Fiber Optic,1.0,1,0
492,3407,4829-AUOAX,Female,0,No,No,2,2,0,Bank transfer (automatic),96.05,4399.5,Yes,45.8,True,True,True,True,True,0,2017-05-02,96.05,1,Month-to-Month,Two or More Lines,Fiber Optic,46.0,1,0
493,3299,4706-AXVKM,Female,1,No,No,2,2,0,Credit card (automatic),84.8,906.85,Yes,10.7,True,True,True,True,True,0,2020-04-02,84.8,1,Month-to-Month,Two or More Lines,Fiber Optic,11.0,1,0
494,5263,7410-YTJIK,Female,0,No,No,2,2,0,Mailed check,75.45,480.75,Yes,6.4,True,True,True,True,True,0,2020-08-02,75.45,1,Month-to-Month,Two or More Lines,Fiber Optic,6.0,1,0
495,3288,4695-WJZUE,Female,1,No,No,2,2,0,Electronic check,88.55,179.25,Yes,2.0,True,True,True,True,True,0,2020-12-02,88.55,1,Month-to-Month,Two or More Lines,Fiber Optic,2.0,1,0
496,3294,4701-MLJPN,Male,0,No,No,1,1,0,Electronic check,55.25,1715.65,Yes,31.1,False,True,True,True,True,0,2018-07-02,55.25,1,Month-to-Month,One Line,DSL,31.0,1,0
497,3296,4702-IOQDC,Female,0,No,No,1,2,0,Electronic check,70.1,70.1,Yes,1.0,True,True,True,True,True,0,2021-01-02,70.1,1,Month-to-Month,One Line,Fiber Optic,1.0,1,0
498,3308,4713-LZDRV,Female,1,No,No,1,2,0,Electronic check,79.6,195.05,Yes,2.5,True,True,True,True,True,0,2020-12-02,79.6,1,Month-to-Month,One Line,Fiber Optic,2.0,1,0
499,3316,4720-VSTSI,Female,0,No,No,2,2,0,Bank transfer (automatic),84.8,3862.55,Yes,45.5,True,True,True,True,True,0,2017-05-02,84.8,1,Month-to-Month,Two or More Lines,Fiber Optic,46.0,1,0
500,3282,4690-LLKUA,Male,1,No,No,1,1,0,Electronic check,45.05,770.6,Yes,17.1,False,True,True,True,True,0,2019-09-02,45.05,1,Month-to-Month,One Line,DSL,17.0,1,0
501,3324,4735-ASGMA,Male,0,No,No,2,2,0,Electronic check,98.35,2515.3,Yes,25.6,False,True,True,True,True,0,2019-01-02,98.35,1,Month-to-Month,Two or More Lines,Fiber Optic,26.0,1,0
502,5284,7459-RRWQZ,Female,0,No,No,2,1,0,Bank transfer (automatic),64.65,994.55,Yes,15.4,True,True,True,True,True,0,2019-11-02,64.65,1,Month-to-Month,Two or More Lines,DSL,15.0,1,0
503,5281,7450-NWRTR,Male,1,No,No,2,2,0,Electronic check,99.45,1200.15,Yes,12.1,False,True,True,True,True,0,2020-02-02,99.45,1,Month-to-Month,Two or More Lines,Fiber Optic,12.0,1,0
504,3259,4659-NZRUF,Female,0,No,No,2,2,0,Electronic check,95.15,1789.25,Yes,18.8,True,True,True,True,True,0,2019-08-02,95.15,1,Month-to-Month,Two or More Lines,Fiber Optic,19.0,1,0
505,3262,4662-EKDPQ,Male,0,No,No,2,1,0,Bank transfer (automatic),62.05,118.3,Yes,1.9,False,True,True,True,True,0,2021-01-02,62.05,1,Month-to-Month,Two or More Lines,DSL,2.0,1,0
506,5272,7434-SHXLS,Female,0,No,No,1,0,0,Mailed check,20.9,20.9,Yes,1.0,True,True,True,False,False,0,2021-01-02,20.9,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
507,3264,4667-OHGKG,Male,0,No,No,1,0,0,Mailed check,19.3,19.3,Yes,1.0,False,True,True,False,False,0,2021-01-02,19.3,1,Month-to-Month,One Line,No Internet Service,1.0,1,0
508,3267,4671-LXRDQ,Male,0,No,No,1,1,0,Mailed check,45.0,96.45,Yes,2.1,False,True,True,True,True,0,2020-12-02,45,1,Month-to-Month,One Line,DSL,2.0,1,0
509,3274,4678-DVQEO,Female,0,No,No,1,1,0,Electronic check,52.2,52.2,Yes,1.0,True,True,True,True,True,0,2021-01-02,52.2,1,Month-to-Month,One Line,DSL,1.0,1,0
510,5212,7330-WZLNC,Female,0,No,No,2,2,0,Electronic check,90.8,455.5,Yes,5.0,True,True,True,True,True,0,2020-09-02,90.8,1,Month-to-Month,Two or More Lines,Fiber Optic,5.0,1,0
511,3374,4806-KEXQR,Male,0,No,No,1,2,0,Electronic check,79.9,324.3,Yes,4.1,False,True,True,True,True,0,2020-10-02,79.9,1,Month-to-Month,One Line,Fiber Optic,4.0,1,0
512,3382,4816-JBHOV,Male,1,No,No,1,1,0,Electronic check,44.7,93.7,Yes,2.1,False,True,True,True,True,0,2020-12-02,44.7,1,Month-to-Month,One Line,DSL,2.0,1,0
513,3383,4816-LXZYW,Female,0,No,No,2,2,0,Electronic check,79.15,1676.95,Yes,21.2,True,True,True,True,True,0,2019-05-02,79.15,1,Month-to-Month,Two or More Lines,Fiber Optic,21.0,1,0
514,5204,7321-PKUYW,Female,0,No,No,2,2,0,Electronic check,90.15,987.95,Yes,11.0,True,True,True,True,True,0,2020-04-02,90.15,1,Month-to-Month,Two or More Lines,Fiber Optic,11.0,1,0
515,3386,4817-QRJSX,Female,0,No,No,2,2,0,Credit card (automatic),81.0,818.05,Yes,10.1,True,True,True,True,True,0,2020-04-02,81,1,Month-to-Month,Two or More Lines,Fiber Optic,10.0,1,0
516,3387,4817-VYYWS,Female,0,No,No,2,2,0,Electronic check,100.2,2983.8,Yes,29.8,True,True,True,True,True,0,2018-09-02,100.2,1,Month-to-Month,Two or More Lines,Fiber Optic,30.0,1,0
